day,timestamp,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,round_timestamp,trade_volume_best,total_bid_volume,total_ask_volume,trade_volume_total,lag_mid_price,log_return,rolling_mean,rolling_stddev,rolling_zscore,volume_weighted_return,bid_ask_spread,order_book_imbalance,depth_volatility,fast_ma,slow_ma,macd_line,macd_signal,prev_mid_price,diff,gain,loss,avg_gain,avg_loss,rs,rsi,sma,mad,cci,rolling_volatility
1.891099606202145,0,4260.516843519278,87.86280542932363,0.0,0.0,0.0,0.0,4258.832405932367,143.31690442993332,1425.4678658579753,22.39110370415929,0.0,0.0,4275.897209618433,0.0,1000000.0,154.58213591100343,148.12923212105207,142.47424308987436,102.15325685893109,4261.732309119221,2.974929487232498e-05,4254.246297906786,0.3865194399406831,0.575158236730779,8.622283211476902e-06,1.2436024570979756,-0.08927684325423234,66.41636372407685,4264.885116594873,4242.56976040401,-0.047261230145382534,-0.32215526029166175,4247.4873354689935,0.24571576192890465,0.7142925853374104,0.0,0.22828604817707288,0.05704234087798591,0.0,46.77114079737112,4248.386828623587,0.839875193557467,-111.52900429442137,0.00011351195606186903
2.3541707025597876,100,4245.8338369080575,95.70786008763076,2681.288107134113,21.426256928201223,0.0,0.0,4267.882062884728,49.67303193890732,17.4968088676347,13.784764232398937,0.0,0.0,4259.866276648764,0.0,2492259.6593696317,48.739740237476795,116.49958974386152,111.57874086953943,117.79406632908523,4274.711940932116,-5.749891015937109e-06,4255.646089383873,0.3485468768036924,-0.5379321318671688,1.575512777780505e-05,1.0,0.32154613973443913,52.37688134284366,4294.650263867714,4271.636441966048,-0.00929832328993758,-0.25685565815464356,4288.075106403075,0.8996132068656755,0.0,0.0,0.09211305766624449,0.1351457100630769,1.4586491057947104,58.60599285850574,4268.755504254732,1.1893459686599146,151.57848703347028,8.499015043598426e-05
1.5890280172587672,200,4292.621892437338,103.34472381446419,1101.6541830703395,14.07370582361078,0.0,0.0,4278.225255809708,74.18515525919251,1785.8439264564956,38.07191666854041,0.0,0.0,4259.894647014531,0.0,2499022.7632031967,122.81538264227115,155.97402795086802,151.3152926970772,122.87442745795902,4293.445785381643,3.4512418994002557e-05,4276.080116152521,0.7886841796127426,-0.6884827068934312,-3.096464361831473e-05,1.2217936783367507,-0.22257212991735387,54.94976147342436,4299.70207893067,4245.718517120328,-0.796863096488692,-0.09246337070903667,4262.921135520551,0.4124415782929702,0.01868379108205217,0.36093191250037143,0.10509836161394429,0.11981601095444071,2.134572340600277,36.81034490403332,4229.772498259053,0.1601359555661459,8.563821988680699,0.00010363219906885148
2.273458651972677,300,4264.05623439047,143.55692996169154,78.92334238012698,14.304847767828566,0.0,0.0,4281.672026822854,78.53795626541464,0.0,41.103563150313676,0.0,0.0,4245.921792248773,0.0,2025775.9667788472,84.38463719042173,119.23090637374627,123.85014132134206,116.6928992865664,4255.790952037922,-3.072440040075802e-05,4248.618097968406,0.6638096987206632,-0.11786791021156391,-3.4128909564623065e-05,1.361285815486699,-0.22582785274524056,60.675072817104535,4263.728224250051,4282.939529851747,-0.30299869632900445,0.5260215700498231,4257.268374890094,-0.18901758230348817,0.21376365960760432,0.12512525248007011,0.15569472620045932,0.33247972138538745,2.362435127460912,43.95681636892731,4227.8,0.6115401259735885,125.51993929506479,5.060196117173487e-05
1.666917629428253,400,4256.597014674623,72.85938162118015,234.95284752178856,0.0,0.0,0.0,4241.755167873223,83.20290576652695,0.0,14.98377324611165,0.0,0.0,4259.4347564442105,0.0,2367047.811707024,77.79785162592411,129.18739740501078,145.83498504516498,108.42147873799259,4267.489440629368,-0.0001076472842581906,4261.924968000984,0.43559580114855323,-0.6036570022787922,-4.40418870706758e-05,1.3594232890663704,0.2438907073984528,33.219676445662,4267.1723616492245,4284.829491799987,0.12639572060785165,-0.5121147864077569,4288.700267417462,-1.5639423884857326,0.16178727711429433,0.10931798646386424,0.1111720196385418,0.0,0.19281130680450617,48.84546742911692,4243.845116083135,0.13492165237046302,-78.1904319159919,8.926043696237877e-05
2.182733501981048,500,4249.987105572389,104.33287635663812,425.72484039560896,2.5592835751001615,0.0,0.0,4278.56878303192,101.81691954532332,232.77907008726578,5.259359267723255,0.0,0.0,4275.100390966793,0.0,3692734.618578216,91.9615083761829,109.15536970229057,105.73534569827196,117.26943441684664,4255.470901154272,1.6409162821550925e-05,4304.753086369083,0.2850815445924703,-0.6214883573735016,-2.4928392239185938e-05,1.0,0.29244318456347373,34.833000726278975,4231.56665467149,4271.451134067338,0.25624972361788834,-0.06199291743096233,4261.3195305309755,-0.3572802336984476,0.0,0.30705878844524687,0.19866253505163886,0.19046343501832275,0.0,27.94942166979362,4251.288286113356,1.1217784500042962,34.52401903086305,9.79400463699049e-05
2.006202187515056,600,4265.272540848457,116.06270725015911,0.0,5.863282518289844,0.0,0.0,4280.792332225253,146.82276666439583,0.0,18.88766200366009,0.0,0.0,4249.669013588835,0.0,2863625.864234812,55.398727730747574,87.65680117069952,144.45813126846397,138.58459043099873,4257.818525486135,-7.449852127172357e-05,4244.748641528457,0.07337751338742851,1.310987815047206,7.943487297381987e-05,1.453731427455619,-0.15876995104787078,42.49835806891285,4271.749667476011,4246.334198965387,-0.5067068959936357,-1.4692760345714742,4279.810541515061,-0.5605924398971884,0.4914325094733648,0.4258625167912285,0.23025920504047254,0.1027988300065073,0.37079845574685694,29.3498734443544,4259.400756444377,1.0191594882416037,245.33769446037735,0.00012779811733344354
1.5934193596490833,700,4269.025730781909,83.56698148266744,114.41224667574957,12.709869368356948,0.0,0.0,4262.739972764418,68.8876071675718,565.0173545068026,0.0,0.0,0.0,4236.219663991348,0.0,2626353.0158664114,126.4292807435527,146.96742122819558,85.0,107.895231278159,4244.726633918914,1.2656009901722748e-05,4267.100083219333,0.43054914859296195,-0.5007589199949175,-6.8471165976861865e-06,1.992136763536306,-0.33555734002119614,38.04363584966504,4277.602844736451,4236.665812143297,-0.536655492477254,-0.2841604763775292,4264.5963304217685,0.21090420077219416,0.20436766458278155,0.3516486639783932,0.14991044888565652,0.1654054869575733,0.5168775306906906,60.87964859255882,4248.646709175422,0.3456991628333109,-118.45281617518414,0.00011031507837277324
3.0,800,4279.740249595943,172.0,0.0,0.0,0.0,0.0,4253.907913718947,89.6593453410334,3059.385402787875,0.0,0.0,0.0,4268.52419349746,0.0,2412625.4202596117,99.03998690389356,102.22862664091595,99.08011727112596,112.67563836764194,4265.679783334195,-0.00010390654751933387,4260.8876336559315,0.5346338346336471,-0.9204245802575405,2.3251129062346007e-05,1.0,0.05571728801234222,47.04413957852156,4271.647451184748,4250.543851491779,0.5494171215585558,-0.03498185029365613,4268.722262933286,-0.13874671050153245,0.0,0.36745391263461824,0.03558293818553394,0.08241292743801394,1.0542466156628454,37.03289923448895,4263.403617462317,0.2628499258386292,-65.07515558619419,3.318914886502107e-05
1.1597926660701317,900,4244.356166260133,142.85214840629513,0.0,11.391362779194276,0.0,0.0,4230.942580816363,90.84543158017513,3049.581652664574,25.21264642618073,0.0,0.0,4265.7041918206905,0.0,2721489.1483153068,80.05087127418281,134.74913011076515,149.87541136905654,126.584831393914,4272.05459856093,-0.00016134210890275056,4246.749851630402,0.3575389350884217,0.8183717829339517,-1.2503938140604921e-05,1.0,-0.08066639571970388,52.610112586531876,4277.492725430574,4272.052836101041,-0.36236040909256434,0.21444510966060173,4273.405828646604,0.2631065053548145,0.0,0.6451034774290417,0.09770038595894566,0.017882599341901673,0.0,18.28483647469639,4249.587693496172,0.5207759506219305,-90.28279001724661,9.877824330535437e-05
